verdict,confidence,tier,brand_guess,matched_alias,match_location,flags,id,name,display_name,sku,category,price,stock,store_stock,needs_attention,decision,note
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqjjjq01b7nrx415ilguy8,TAS TALI TIDUR 3207 LABUBU M,Tas Anak Lucu Tali Tidur 3207 Labubu M,P-24110726,Aksesoris & Fashion,10000,24,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqiben00nqnrx43bzlaaac,ASAHAN 158 SANRIO,Alat Tulis Sekolah Asahan 158 Sanrio,P-24020402,Alat Tulis,5000,216,0,,,
KEEP,high,B,Disney,MICKEY,name,images=1,cmryqibpu00nwnrx4yc2z8obv,ASAHAN KPL MICKEY,Alat Tulis Sekolah Asahan Kpl Mickey,8990001122431,Alat Tulis,3000,7,0,,,
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqibth00nynrx4ls2ccj77,ASAHAN KUROMI 623,Alat Tulis Sekolah Asahan Kuromi 623,P-24070686,Alat Tulis,4000,156,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqibx400o0nrx419nr9qsd,ASAHAN MEJA F-1 KENKO,Alat Tulis Sekolah Asahan Meja F-1 Kenko,8990001081615,Alat Tulis,27000,12,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqic4j00o4nrx4vlg4xt60,ASAHAN SANRIO 7048,Alat Tulis Sekolah Asahan Sanrio 7048,P-24110974,Alat Tulis,4000,72,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqic8900o6nrx4qojfhice,ASAHAN SP-68 KENKO,Alat Tulis Sekolah Asahan SP-68 Kenko,P-24110198,Alat Tulis,4000,72,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqicco00o8nrx4hhcmi7ea,ASAHAN SP-71 KENKO,Alat Tulis Sekolah Asahan SP-71 Kenko,8990001316823,Alat Tulis,3000,168,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqigdx00qbnrx4mev0dx4q,BINDER CLIP NO 155 KENKO,Alat Tulis Sekolah Binder Clip No 155 Kenko,P-24110307,Alat Tulis,8000,36,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqighn00qdnrx4988izxd8,BINDER CLIPS 107 KENKO/PAK,Alat Tulis Sekolah Binder Clips 107 Kenko/Pak,8990001180745,Alat Tulis,4500,120,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqiglc00qfnrx4ulh3tza7,BINDER CLIPS 111 KENKO/PAK,Alat Tulis Sekolah Binder Clips 111 Kenko/Pak,8990001180714,Alat Tulis,6000,54,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqigt400qjnrx46pfktfge,BINDER CLIPS 200 KENKO,Alat Tulis Sekolah Binder Clips 200 Kenko,P-23060471,Alat Tulis,1500,240,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqigwx00qlnrx4gpvp1s5n,BINDER CLIPS 260 KENKO,Alat Tulis Sekolah Binder Clips 260 Kenko,8990001180776,Alat Tulis,2000,180,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqii5w00r9nrx4bwxvu7za,BOLPEN GEL G-8057 LABUBU JS PAK,Alat Tulis Sekolah Bolpen Gel G-8057 Labubu Js Pak,P-24120379,Alat Tulis,22500,6,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqiish00rlnrx4d2kqpaig,BOLPEN KENKO KE-100TJ 1PAK,Alat Tulis Sekolah Bolpen Kenko KE-100TJ 1PAK,P-23060061,Alat Tulis,27500,192,0,,,
KEEP,high,C,Pilot,PILOT,name,images=1,cmryqijb700rvnrx4mfozaeea,BOLPEN PILOT BPT-P1 PERPAK,Alat Tulis Sekolah Bolpen Pilot BPT-P1 Perpak,8990001113545,Alat Tulis,24000,18,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqil3600stnrx4rpghlued,BUKU BOXY SIDU MAXI/PAK,Perlengkapan Kantor Buku Boxy Sidu Maxi/Pak,8990001840786,Alat Tulis,29000,28,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqil6z00svnrx47ifuxpvi,BUKU GAMBAR A4 GELATIK SANRIO,Alat Tulis Sekolah Buku Gambar A4 Gelatik Sanrio,P-24090083,Alat Tulis,3500,60,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqillx00t3nrx46c94mane,CUTTER A-300 KENKO,Perlengkapan Kantor Cutter A-300 Kenko,8990001070855,Alat Tulis,5500,144,0,,,
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqilpn00t5nrx4x1xefl3d,DIARY SPIRAL 355 KUROMI,Alat Tulis Sekolah Diary Spiral 355 Kuromi,P-24090025,Alat Tulis,4000,24,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqioq800urnrx4ltox8ue3,GUNTING KENKO SC-828,Alat Tulis Sekolah Gunting Kenko SC-828,8990001813070,Alat Tulis,6500,696,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqioxw00uvnrx4pzskxdme,GUNTING SET 848N KENKO,Alat Tulis Sekolah Gunting Set 848N Kenko,8990001262755,Alat Tulis,13500,170,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqipkj00v7nrx4t9928of8,ISI CUTTER A-100 KENKO,Perlengkapan Kantor Isi Cutter A-100 Kenko,8990001034864,Alat Tulis,4000,360,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqipo700v9nrx4c9z9husa,ISI CUTTER L-150 BSR KENKO,Perlengkapan Kantor Isi Cutter L-150 Bsr Kenko,P-24020752,Alat Tulis,8000,264,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqitoi00xfnrx4w24wyk1m,LEM GLUE STICK KENKO 15 GR,Alat Tulis Sekolah Lem Glue Stick Kenko 15 Gr,8990001613199,Alat Tulis,5000,760,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqits500xhnrx4lz9axfn5,LEM GLUE STICK KENKO 25 GR,Alat Tulis Sekolah Lem Glue Stick Kenko 25 Gr,8990001613236,Alat Tulis,7500,540,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqitvu00xjnrx47rz16puh,LEM GLUE STICK KENKO 8GR,Alat Tulis Sekolah Lem Glue Stick Kenko 8GR,P-26050253,Alat Tulis,3500,30,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqitzl00xlnrx40gkvu0cw,LEM STIK JOYKO GS-09,Alat Tulis Sekolah Lem Stik Joyko GS-09,8990001160976,Alat Tulis,3500,36,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqiu3c00xnnrx46zrkh30m,LEM STIK JOYKO GS-15,Alat Tulis Sekolah Lem Stik Joyko GS-15,8990001160969,Alat Tulis,5000,12,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqiyrz0105nrx4os5xg8o2,MAP BINDER B5 KIKY,Alat Tulis Sekolah Map Binder B5 Kiky,8990001782543,Alat Tulis,30000,74,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqiyvs0107nrx4epnklj9w,MAP CLEAR HOLDER CH-920 KENKO 20 LEMBAR,Alat Tulis Sekolah Map Clear Holder CH-920 Kenko 20 Lembar,P-23071043,Alat Tulis,22500,7,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqizem010hnrx4mm020o61,MEMO MINI LUX KIKY 10,Alat Tulis Sekolah Memo Mini Lux Kiky 10,8990001331758,Alat Tulis,3500,30,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqj01m010tnrx4g2ozt30c,NOTES SPIRAL 111 SANRIO,Alat Tulis Sekolah Notes Spiral 111 Sanrio,P-24010042,Alat Tulis,7500,12,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqj05c010vnrx4ub97dkaq,NOTES SPIRAL XQ-6406 SANRIO,Alat Tulis Sekolah Notes Spiral XQ-6406 Sanrio,P-23120791,Alat Tulis,8500,42,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqj0k40113nrx4ib81ja5c,PAPER CLIP C-5CS JOYKO,Alat Tulis Sekolah Paper Clip C-5CS Joyko,P-24090101,Alat Tulis,6500,9,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj0nt0115nrx4blwuokbz,PAPER CLIP NO 3 KENKO,Alat Tulis Sekolah Paper Clip No 3 Kenko,8990001165933,Alat Tulis,2500,60,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj0ri0117nrx4hmly8a97,PAPER CLIPS 3100 KENKO,Alat Tulis Sekolah Paper Clips 3100 Kenko,P-23070584,Alat Tulis,5000,276,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj0v60119nrx4bb57q7cn,PAPER CLIPS KENKO PC-3100ZPP,Alat Tulis Sekolah Paper Clips Kenko PC-3100ZPP,P-23041017,Alat Tulis,7500,36,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj0yx011bnrx4h4ru0quw,PAPER FASTENER KENKO PUTIH 10 PCS,Alat Tulis Sekolah Paper Fastener Kenko Putih 10 Pcs,P-23050711,Alat Tulis,4000,150,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj12q011dnrx4bhsdyxv0,PAPER FASTENER KENKO WARNA 10 PCS,Alat Tulis Sekolah Paper Fastener Kenko Warna 10 Pcs,P-23050712,Alat Tulis,4000,150,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqj20l011vnrx49ibwremx,PEN CETIT SNOWMAN V5 PAK,Alat Tulis Sekolah Pen Cetit Snowman V5 Pak,P-23070742,Alat Tulis,42500,63,0,,,
KEEP,high,C,Zebra,ZEBRA,name,images=1,cmryqj2c70121nrx4656e8rzg,PEN GEL CETIT KOKORO ZEBRA,Alat Tulis Sekolah Pen Gel Cetit Kokoro Zebra,P-24100260,Alat Tulis,8000,72,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj2fx0123nrx4ad5f6k7n,PEN GEL EASY GEL KENKO 1 PAK,Alat Tulis Sekolah Pen Gel Easy Gel Kenko 1 Pak,8990001607082,Alat Tulis,34000,27,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj2wm012bnrx42unfoyds,PEN GEL KE-303ER KENKO PERPAK,Alat Tulis Sekolah Pen Gel KE-303ER Kenko Perpak,P-24090641,Alat Tulis,30000,55,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj341012fnrx4p4pjo98q,PEN GEL KENKO INDO GEL PAK,Alat Tulis Sekolah Pen Gel Kenko Indo Gel Pak,8990001794041,Alat Tulis,35000,6,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj3bd012jnrx4ktq35e99,PEN GEL KENKO KE-200 1PAK,Alat Tulis Sekolah Pen Gel Kenko KE-200 1PAK,8990001527526,Alat Tulis,32000,71,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj3f3012lnrx42g1ltfn8,PEN GEL KENKO KE-600 1PAK,Alat Tulis Sekolah Pen Gel Kenko KE-600 1PAK,8990001527564,Alat Tulis,35000,44,0,,,
KEEP,high,C,Pilot,PILOT,name,images=1,cmryqj3ip012nnrx4l1aq2un6,PEN GEL PILOT BALL LINER ECER,Alat Tulis Sekolah Pen Gel Pilot Ball Liner Ecer,8990001696611,Alat Tulis,20000,72,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj3md012pnrx45otmwvtk,PEN GEL SP-100SG STAND PEN KENKO,Alat Tulis Sekolah Pen Gel SP-100SG Stand Pen Kenko,8990001804269,Alat Tulis,7500,6,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj3xk012vnrx4a73e4a39,PEN GEL T-100 KENKO PERPAK,Alat Tulis Sekolah Pen Gel T-100 Kenko Perpak,P-24090639,Alat Tulis,27500,9,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqj44z012znrx4mto3kfc5,PEN HAPUS 9057 BANDUL SANRIO ECER,Alat Tulis Sekolah Pen Hapus 9057 Bandul Sanrio Ecer,P-24020007,Alat Tulis,4000,144,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj4cf0133nrx4l5vc7fqp,PEN HI-TECH-H KENKO PAK,Alat Tulis Sekolah Pen Hi-Tech-H Kenko Pak,P-24010273,Alat Tulis,50000,60,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj4r5013bnrx4ma1b5suh,PEN KENKO K-1 PRO PERPAK,Alat Tulis Sekolah Pen Kenko K-1 Pro Perpak,P-24070514,Alat Tulis,52000,13,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj4uu013dnrx4r54ow86z,PEN KENKO K-1/PAK,Alat Tulis Sekolah Pen Kenko K-1/PAK,8990001775699,Alat Tulis,35000,279,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqj4yh013fnrx4xfgs5xmk,PEN LABUBU XIAOBU/PAK,Alat Tulis Sekolah Pen Labubu Xiaobu/Pak,P-24110244,Alat Tulis,29000,72,0,,,
KEEP,high,C,Zebra,ZEBRA,name,images=1,cmryqj52a013hnrx4epcdknww,PEN PIC KNOCK ZEBRA 1 PAK,Alat Tulis Sekolah Pen Pic Knock Zebra 1 Pak,P-23040247,Alat Tulis,40000,12,0,,,
KEEP,high,C,Pilot,PILOT,name,images=1,cmryqj55z013jnrx4o3n69pw1,PEN PILOT 1PAK,Alat Tulis Sekolah Pen Pilot 1PAK,8990001528561,Alat Tulis,25000,63,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqj59q013lnrx4lg2ma9jg,PEN SNOWMAN V-3 1 PAK,Alat Tulis Sekolah Pen Snowman V-3 1 Pak,8990001485079,Alat Tulis,35000,24,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqj5l0013rnrx4qxyfpb1o,PEN V-1 SNOWMAN PERPAK,Alat Tulis Sekolah Pen V-1 Snowman Perpak,8990001607846,Alat Tulis,26000,42,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqj5or013tnrx46puuf727,PEN V-2 SNOWMAN FINE/PAK,Alat Tulis Sekolah Pen V-2 Snowman Fine/Pak,8990001692248,Alat Tulis,26000,27,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqj5wd013xnrx4ce61wrf7,PEN V-3 SNOWMAN PERPAK,Alat Tulis Sekolah Pen V-3 Snowman Perpak,P-26061120,Alat Tulis,37500,6,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqj6800143nrx4hh1tfcbu,PENGGARIS VC-073 SANRIO 30CM,Alat Tulis Sekolah Penggaris VC-073 Sanrio 30CM,P-24080389,Alat Tulis,3500,168,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqj6fh0147nrx4qrgkw5ok,PENGHAPUS PUTIH BSR FABER-CASTELL,Alat Tulis Sekolah Penghapus Putih Bsr Faber-Castell,P-24110197,Alat Tulis,10000,20,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj6mt014bnrx4tqecrwbg,PENSIL 2B 0191 PEARL KENKO PAK,Alat Tulis Sekolah Pensil 2B 0191 Pearl Kenko Pak,P-25010551,Alat Tulis,12500,12,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj6qh014dnrx4inblr6pd,PENSIL 2B 0192 KENKO/PAK,Alat Tulis Sekolah Pensil 2B 0192 Kenko/Pak,8990001758067,Alat Tulis,13500,21,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqj6u5014fnrx463s8unq4,PENSIL 2B 3661 SANRIO PAK,Alat Tulis Sekolah Pensil 2B 3661 Sanrio Pak,P-24081100,Alat Tulis,14500,25,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqj75c014lnrx4qmjqajgs,PENSIL 2B JOYKO P-88 PAK,Alat Tulis Sekolah Pensil 2B Joyko P-88 Pak,P-25010354,Alat Tulis,12000,15,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj7co014pnrx4ipm2ax3z,PENSIL 2B KENKO 6120 DOODLE/PAK,Alat Tulis Sekolah Pensil 2B Kenko 6120 Doodle/Pak,8990001788170,Alat Tulis,12000,40,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj7gd014rnrx4udu8ali3,PENSIL 2B KENKO 6161/PAK,Alat Tulis Sekolah Pensil 2B Kenko 6161/PAK,P-23070170,Alat Tulis,12000,12,0,,,
KEEP,high,C,Staedtler,STAEDTLER,name,images=1,cmryqj7va014znrx4sh9mypt1,PENSIL 2B STAEDTLER ECER,Alat Tulis Sekolah Pensil 2B Staedtler Ecer,P-24010254,Alat Tulis,4000,732,0,,,
KEEP,high,C,Staedtler,STAEDTLER,name,images=1,cmryqj7yz0151nrx49sinh0z6,PENSIL 2B STAEDTLER PACK,Alat Tulis Sekolah Pensil 2B Staedtler Pack,8990001694518,Alat Tulis,51500,12,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj8ab0157nrx4gxei8ysx,PENSIL 6120 KENKO/PAK,Alat Tulis Sekolah Pensil 6120 Kenko/Pak,P-23080319,Alat Tulis,12000,27,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj8ek0159nrx4l88pr843,PENSIL 6800 KENKO PAK,Alat Tulis Sekolah Pensil 6800 Kenko Pak,P-23110067,Alat Tulis,13000,12,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqj8tm015hnrx4538ue2ws,PENSIL FABER CASTELL ECER,Alat Tulis Sekolah Pensil Faber Castell Ecer,8990001714957,Alat Tulis,5000,2664,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqj8xg015jnrx4pa3dyzxn,PENSIL FABER CASTELL PERPAK,Alat Tulis Sekolah Pensil Faber Castell Perpak,P-26060872,Alat Tulis,60000,15,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj916015lnrx43mbvc151,PENSIL KENKO 0810 1PAK,Alat Tulis Sekolah Pensil Kenko 0810 1PAK,8990001397624,Alat Tulis,13000,36,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj950015nnrx4huzvyuvy,PENSIL KENKO 0820 1 PAK,Alat Tulis Sekolah Pensil Kenko 0820 1 Pak,8990001744350,Alat Tulis,16500,54,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj98t015pnrx4h33ifwwv,PENSIL KENKO 6181/PAK,Alat Tulis Sekolah Pensil Kenko 6181/PAK,8990001195848,Alat Tulis,12500,84,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj9g7015tnrx4s4c7lgyq,PENSIL KENKO 6191/ PAK,Alat Tulis Sekolah Pensil Kenko 6191/ Pak,8990001191369,Alat Tulis,12500,51,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj9jv015vnrx4yh9qdqvk,PENSIL KENKO 6388 ZOO N ZOO/PAK,Alat Tulis Sekolah Pensil Kenko 6388 Zoo N Zoo/Pak,8990001758050,Alat Tulis,13000,60,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqj9uy0161nrx4ie25vib3,PENSIL MEKANIK MP-070 KENKO B,Alat Tulis Sekolah Pensil Mekanik MP-070 Kenko B,P-23081231,Alat Tulis,3000,228,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqja2d0165nrx4m7v8pgxp,PENSIL P-8132 JOYKO/PAK JOURNEY,Alat Tulis Sekolah Pensil P-8132 Joyko/Pak Journey,P-24090099,Alat Tulis,15000,1,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqja9o0169nrx413krirpq,PENSIL WARNA CP-12F CLASSIC KENKO,Alat Tulis Sekolah Pensil Warna CP-12F Classic Kenko,P-25010500,Alat Tulis,14000,84,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjadc016bnrx4oj3aolrf,PENSIL WARNA CP-12FBC KENKO,Alat Tulis Sekolah Pensil Warna CP-12FBC Kenko,8990001435944,Alat Tulis,16000,180,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjaoh016hnrx46dmc4gwx,PENSIL WARNA CP-24F 24 WARNA KENKO,Alat Tulis Sekolah Pensil Warna CP-24F 24 Warna Kenko,8990001402489,Alat Tulis,28000,162,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjas7016jnrx4f7brcgus,PENSIL WARNA CP-24FBC KENKO,Alat Tulis Sekolah Pensil Warna CP-24FBC Kenko,P-24020748,Alat Tulis,32000,77,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjavw016lnrx4ypn5f52w,PENSIL WARNA CP-24FNW 24 WARNA NON WOOD KENKO,Alat Tulis Sekolah Pensil Warna CP-24FNW 24 Warna Non Wood Kenko,P-24120425,Alat Tulis,23000,75,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqjb3d016pnrx48n8lsnxy,PENSIL WARNA FABER-CASTELL 24WRN CHY B,Alat Tulis Sekolah Pensil Warna Faber-Castell 24WRN Chy B,P-25080394,Alat Tulis,82500,12,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjb7t016rnrx4580it93n,PENSIL WARNA KENKO CP-12F KALENG,Alat Tulis Sekolah Pensil Warna Kenko CP-12F Kaleng,8990001180820,Alat Tulis,22000,30,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjbbk016tnrx4vfcx78ya,PENSIL WARNA KENKO CP24F,Alat Tulis Sekolah Pensil Warna Kenko CP24F,8990001052752,Alat Tulis,26500,90,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjbfe016vnrx45lci82z7,PENSIL WARNA KENKO NON WOOD,Alat Tulis Sekolah Pensil Warna Kenko Non Wood,8990001396405,Alat Tulis,11000,145,0,,,
KEEP,high,B,Sanrio,HELLO KITTY,name,images=1,cmryqjcd2017dnrx4g1m1kyli,POST IT DIARY N2008 HELLO KITTY,Perlengkapan Kantor Post It Diary N2008 Hello Kitty,P-24110955,Alat Tulis,12000,12,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjczf017pnrx4yykirzn0,REFILL PEN SNOWMAN,Alat Tulis Sekolah Refill Pen Snowman,8990001132010,Alat Tulis,1600,120,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjd71017tnrx4xp5gwwhm,REFILL TINTA WHITE BOARD SNOWMAN,Alat Tulis Sekolah Refill Tinta White Board Snowman,8990001423255,Alat Tulis,19000,36,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqje0v0189nrx4q2bo5mgs,SETIP ER-115 JOYKO,Alat Tulis Sekolah Setip ER-115 Joyko,P-25090008,Alat Tulis,1600,90,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqje4j018bnrx4t7eht4al,SETIP ERB-30L KENKO,Alat Tulis Sekolah Setip ERB-30L Kenko,8990001728008,Alat Tulis,1500,180,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqje88018dnrx4sv396tyi,SETIP HITAM FABER CASTELL,Alat Tulis Sekolah Setip Hitam Faber Castell,8990001719884,Alat Tulis,3500,1840,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjebz018fnrx4pz5q25qr,SETIP KENKO 20SQ,Alat Tulis Sekolah Setip Kenko 20SQ,8990001173471,Alat Tulis,2000,20,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjefo018hnrx42w1h4rz8,SETIP KENKO ERW-40SQ,Alat Tulis Sekolah Setip Kenko ERW-40SQ,8990001745005,Alat Tulis,1000,120,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjejh018jnrx4a1y6sgi2,SETIP KENKO HITAM ERB-20A,Alat Tulis Sekolah Setip Kenko Hitam ERB-20A,8990001418091,Alat Tulis,2500,40,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqjena018lnrx45yyu2thk,SETIP PUTIH FABER CASTELL,Alat Tulis Sekolah Setip Putih Faber Castell,8990001719877,Alat Tulis,3000,1640,0,,,
